customer_review,NPS Score
I've flown Emirates over a period of ten years and I can comprehensively say that every time I fly the service is getting worse. Emirates pitch themselves as being a top-top airline and to a degree the service they offer on paper is quite comprehensive. Their route network is very good and their fares at times can be competitive however the last four long haul flights I've taken with Emirates progressively gets worse. The cabin staff seem disinterested in providing a first class service to the nonchalant ground staff in Dubai. They are cutting back massively on quality they've stopped handing out comfort packs for flights the food is getting worse and the cabin crew don't respond to calls made from your chair. I can give quite a few examples of bad service travelling with Emirates over the last few trips however it was compounded by a poor experience travelling with an infant recently. I've always looked forward to flying with Emirates and I have quite a few Tier Miles and Skywards miles however I feel I've flown my last flight with Emirates.,Detractor
I flew SYD-BKK in Sep 2014. This was my first time flying Emirates though certainly not my first time flying. I've flown quite a few of the greats (ie Cathay Singapore Malaysian Qantas etc) but Emirates completely impressed me. I flew economy and the furnishings and ambience felt and looked better than most economy cabins I've been in. The service was fantastic. Friendly and fast. Not to mention the flight attendants were immaculately groomed well-presented and spoken and quite attractive (male and female). Their overall demeanour was professional friendly and classy. This is in stark contrast to other airlines (ahem Qantas) whose cabin crew look and act like they'd rather be elsewhere. The food was good and plentiful and the in-flight entertainment was excellent.,Promoter
Flew Mumbai - Dubai on the Boeing 777-200 ER. Even though the flight arrived late into Mumbai I applaud the Emirates staff at Mumbai to do everything possible to keep the flight on-time and it was with a slight 5-10 min delay in departure. The aircraft had the ICE AVOD system. The first 30 mins of my flight wasn't satisfying as my PTV froze after take off and crew members did not help. It was only a seat change which actually made my experience on Emirates really worthwhile. I was glad to see the patience the Emirates cabin crew have in dealing with passengers. Crew were polite well-mannered and courteous. Food was great. However my seat seemed to be a little bit on the uncomfortable side but I guess for this short sector its pretty good.,Promoter
First time Business Class with EK. VIE-DXB-HKG.DXB-VIE. Disappointing service by cabin crew remote stand in DXB on the way out lounge in DXB very different in the Terminal areas. A380 nice but bar closing early and was partly not staffed while all cabin crew chatting in the back. Service the pure minimum for the travel class (small selection and medium quality) and inflexible. You did not see staff after main service. Woken up for breakfast just to wait half an hour for it and the last hour of the flight there was no service and bar closed. I could have slept longer this happened on both A380 flights. IFE is great good selection. Expectations where high as was the ticket price and EK did not deliver in my view.,Detractor
LHR-DXB-BKK / BKK-DXB-LHR. My first experience with Emirates and it was an impressive one. All flights on time with no issues with connecting flights. Outward connection at Dubai for 3 hours was a bit too long followed by another 6 hour flight to Bangkok would have meant feeling shattered on arrival but it was a brand new 777-300 and it was empty I counted 10 pax in our section so climbed on the 4 seats and slept uninterrupted until woken for landing. How anyone can not be impressed by the A380 beggars belief. We had seats in the rear on outward front section on return and it's incredibly quiet compared to the 747! Plenty of leg room (I'm 6ft) and comfortable seats. Food quality was good too I've flown Thai quite a few times and the food as been excellent every time for me Emirates was not far behind. Plenty of drink runs and flight attendants were helpful and courteous. The ICE system needs hardly any mention it's simply superb especially on the A380. Online check-in and seat selection made this experience an effortless one. We landed at LHR at a busy time early Friday evening we were off the aircraft through border control and collected our luggage within 50 minutes! All in all can't fault Emirates. Would recommend and certainly fly again.,Promoter
"I have travelled Emirates a lot but the last 2 experiences were not as anticipated. We flew from Gatwick to Johannesburg via Dubai on the 26th June 2014. Staff on flight to Dubai were good kids fed and good attention. Flight to Johannesburg was not so staff seemed occupied and unavailable. You had to keep asking for things like kids toys drinks etc which I do not really like doing. Return flight to the UK via Dubai on the 2nd of September was the worst of them all. Staff are different now to when we flew a year ago on the same route. Check in was a hassle in JNB and Dubai. Our 2 year old was not given a child's meal because ""it was not booked"" we had to keep asking for almost everything. Both kids were not given the complimentary toys. The cabin crew seem to have no people skils at all - only one seemed to be on top of his game. Previous staff 2011-2013 were always happy caring and service was impeccable. Standards have changed and I will be trying other airlines after such an experience. Emirates have to do something about their staff especially in terms of customer services and people skills. Travelling with kids is not easy and Emirates has been one of the airlines very good at easing this but this has changed. Cabin crew should not look like they are just doing their jobs but happy to be of assistance.",Detractor
Emirates have very clean and modern aircraft excellent entertainment and easy transfers to and from flights within Dubai. Unfortunately the cabin crew are not upholding the Emirates values which crew displayed 10 yrs ago. I was shocked at the decline of customer care once showed by crew in economy. I flew from MEL-DXB to Italy return crew were rude never smiled avoided pax told pax to wait for the next service upon drink requests and did everything to make for an unpleasant flight. Next time I will fly another carrier. Crew should treat every pax as they would want their family members treated and remember they have chosen to be there!,Passive
My wife and I live in Singapore and consequently fly quite frequently to visit family/friends. Emirates have always been one of our top choice airlines for 7 years. It is therefore with sadness that I have to complain about the in-flight service received on flight EK37 on 10th July which was the beginning of a tour of the UK. We have always found the stewards very professional in their approach and care for passengers. However on this flight even before we were airborne personal and banal chit-chat from the staff was very audible from where we were sitting and remained so for the entirety of the flight. Throughout the flight the emergency exit behind us was blocked by the trolley and an ever-growing pile of cardboard rubbish which prevented us from standing to stretch our legs. Furthermore when we did stand it was made quite clear that we were in the way. During meal service the air stewardess commenced the service with my wife only to be shouted at that she had started at the wrong â€˜end'. Consequently she left midway in serving my wife and proceeded to the other â€˜end'. This has somewhat clouded our view of Emirates and we are reluctant given the price of a ticket these days to fly with this airline again.,Detractor
"I have travelled Emirates a lot but the last 2 experiences were not as anticipated. We flew from Gatwick to Johannesburg via Dubai on the 26th June 2014. Staff on flight to Dubai were good kids fed and good attention. Flight to Johannesburg was not so staff seemed occupied and unavailable. You had to keep asking for things like kids toys drinks etc which I do not really like doing. Return flight to the UK via Dubai on the 2nd of September was the worst of them all. Staff are different now to when we flew a year ago on the same route. Check in was a hassle in JNB and Dubai. Our 2 year old was not given a child's meal because ""it was not booked"" we had to keep asking for almost everything. Both kids were not given the complimentary toys. The cabin crew seem to have no people skils at all - only one seemed to be on top of his game. Previous staff 2011-2013 were always happy caring and service was impeccable. Standards have changed and I will be trying other airlines after such an experience. Emirates have to do something about their staff especially in terms of customer services and people skills. Travelling with kids is not easy and Emirates has been one of the airlines very good at easing this but this has changed. Cabin crew should not look like they are just doing their jobs but happy to be of assistance.",Detractor
Emirates have very clean and modern aircraft excellent entertainment and easy transfers to and from flights within Dubai. Unfortunately the cabin crew are not upholding the Emirates values which crew displayed 10 yrs ago. I was shocked at the decline of customer care once showed by crew in economy. I flew from MEL-DXB to Italy return crew were rude never smiled avoided pax told pax to wait for the next service upon drink requests and did everything to make for an unpleasant flight. Next time I will fly another carrier. Crew should treat every pax as they would want their family members treated and remember they have chosen to be there!,Passive
My wife and I live in Singapore and consequently fly quite frequently to visit family/friends. Emirates have always been one of our top choice airlines for 7 years. It is therefore with sadness that I have to complain about the in-flight service received on flight EK37 on 10th July which was the beginning of a tour of the UK. We have always found the stewards very professional in their approach and care for passengers. However on this flight even before we were airborne personal and banal chit-chat from the staff was very audible from where we were sitting and remained so for the entirety of the flight. Throughout the flight the emergency exit behind us was blocked by the trolley and an ever-growing pile of cardboard rubbish which prevented us from standing to stretch our legs. Furthermore when we did stand it was made quite clear that we were in the way. During meal service the air stewardess commenced the service with my wife only to be shouted at that she had started at the wrong â€˜end'. Consequently she left midway in serving my wife and proceeded to the other â€˜end'. This has somewhat clouded our view of Emirates and we are reluctant given the price of a ticket these days to fly with this airline again.,Detractor
Just flown Emirates for the first time Manchester-Dubai-Singapore-Melbourne out Mel-KL-Dubai-Manchester return. All in Economy. 14th August to 14th September. I won't use them again. Apart from one leg a more miserable unenthusiastic group of attendants I have yet to see. Food on all of the sections was grim. ICE entertainment on way back awful. On three sections delays and not one explanation even after the First and Business clients complained after us poor souls in economy. I booked thinking I would get Qantas service how disappointed was I. Next time I fly from Manchester I shall use Etihad or Qatar or even go to LHR again. Very disappointed.,Detractor
We flew from London to Dubai on 9th September 2014 on the A380 with two children one infant and toddler. It was really great to fly with Emirates. The staff were very friendly good food and it exceeded our expectations. My only regret was not to use the same airline to fly back to London.,Promoter
SYD-AKLO-SYD September 2014 Return trip on the A380. Both flights about half full. Food good particularly on return leg and staff were welcoming. They were happy to provide passengers with additional drinks beyond the trolley service with dinner on the return leg. Entertainment fantastic and undoubtedly the best (had flown on Etihad in business the week before and struggled to find things to watch). Flight back to Sydney was 25 minutes early. If they were like this on all their flights then they would deserve a 5 star rating.,Promoter
Flew MAN-DXB 26 Aug. Ordered Bassinet seat due to 1 under 2. Flew with 2 young children. Given this disappointed at activity pack. Staff rushed and whilst not rude seem stretched tired and not always helpful (huge contrast with our return via Qatar Airways). Considering this is emirates was a distinctly average flight. Satisfactory.,Passive
Travelled London to Dubai. Aircraft in excellent condition didn't feel the plane rattle during take off and the landing was perfect. Arrived at destination on time picked up luggage and was out of the terminal 15 min later. Great selection of onboard entertainment that I ended up watching 3 movies throughout flight. Nothing extraordinary with food but as flight was not a long haul it was enough to get by. What I felt was the deal breaker was the rudeness of FAs who didn't give a toss about customer service. A request for water didn't come until a quarter of an hour and only after another reminder met by a glare. When it did the FA (another one) poured too much and spilt some on me but she was in a rush to push her trolley to even say a word of apology. The FAs in my cabin section were hardly smiling and didn't make efforts to put their passengers at ease. Why were they so grumpy and ill mannered?,Passive
We have been flying for Emirates for four years and the service is still amazing. My last flight was DXB-MNL in Business Class. It was a log-haul flight 9.05 hours. This was the first time I've experienced Business Class and it was superb! The seats were lie-flat the crew were (very) friendly and tried to keep you well-fed the IFE System is still excellent and the Lounge was very good. Definitely going to fly with Emirates again.,Promoter
We flew economy from Paris to Sydney via Dubai. It was my first time flying with Emirates so I was unsure what to expect. Everything was great! Great seats which recline enough to relax in economy. Enough TV shows and movies which kept me entertained and for my wife who prefers things in Arabic there was also subtitles on mostly everything for her. What we did do to make things a little easier was the first leg Paris to Dubai I purposely selected a flight with the 13 hour layover so we left France in the morning arrived Dubai around 8pm. Explored the shops visited the spa for a massage then stayed in the Airport Hotel over night for our connecting flight the next morning. It was the first time I had done it this way normally just allowing 2-3 hours wait between flights but then usually you are so tired on that second flight you sleep and in economy its not the most comfortable which ever airline you choose as you are not in a lie flat bed. So did that and left the follow morning for Dubai to Sydney. This was a long flight though entertainment system is fantastic. The food for me was nice though my wife did not like any of the hot food. All in all it was a great flight and I will fly with Emirates again.,Promoter
August 11-12 flight EK127 and EK335. The crew gets sloppier and sloppier! We've flown MNL-DXB-VIE and the crew seemed to react more to a Pax with two Infants rather than one? We didn't get anything for my Infant and the other seat got something? They didn't even ask how old my infant was. All in all I think the service was not as good as always. The crew from DXB-VIE was very slow and seemed so busy that you didn't want to request anything.,Passive
Flew London to Bangkok via Dubai. London to Dubai was reasonable no complaints. Other than I had the only seat with the inflight entertainment not working. However the service staff reset this and it began to work. Good choice of films. The entertainment also includes sport TV shows latest movies movie classics and music. The food was good - I had salmon for starter with a yoghurt chicken and sticky toffee pudding. The best flight food I have had. The breakfast wasn't bad either. The seats weren't too good though - slight lack of legroom. Dubai to Bangkok started slightly late but made up the time. Nice choice of newspapers and magazines for in flight use as well. Food on this leg not so good but still reasonable. I had a fish curry which was quite edible. I cant really comment on value for money as I paid for my ticket as a RTW flight so I didn't know the cost of this ticket.,Promoter
ADL-DXB-LHR. My first time flying with Emirates and enjoyed the journey Boeing 777ER. Check-in was quick and efficient as was the boarding. We were seated in row 19 AB for the flight to DXB. Nice and comfortable seating the in flight entertainment is excellent as was the food and service. We arrived in DXB on time and had a 2 hour layover before our flight onto LHR. The LHR leg was on the A380 in row 43AB. Once again boarding for us was quick and efficient the flight was smooth and the cabin service very good along with the food and beverage. Arrived in LHR on time but would have been earlier as we were held up by ATC. A great experience with Emirates and will definitely fly again.,Promoter
MXP-DXB. This was the first leg of our returning home. Once again check-in was quick and efficient as well as boarding. We were sitting in row 19 AB and had no issues. The cabin staff were friendly and efficient and the food very good. We arrived into DXB on time and then transported to by bus to the arrivals area. Overall and once again a great experience flying with Emirates.,Promoter
Monday 25th August 2014 EK 776. DUR to DXB have been Skywards Gold for many years always had good to excellent service on Emirates. This flight however was one of the worst. Food service has always been prompt after takeoff to allow pax to sleep and breakfast left to the last minute. 2 hours after takeoff and food was served many pax asking for main or asking for table cloth etc. to be removed. Throughout the night there was constant noise from the galley banging of plates crew talking loudly leaving curtain open (I closed it 3 times). Breakfast served 2.5 hours before landing so total sleep time was about 3 hours (normally I get 5 to 6 on this flight). Friend in economy said no breakfast was served and every time he asked for a drink it never came. Hope this is not a sign of things to come.,Passive
I fly Emirates as often as I can and if they had a route from Heathrow to JFK no one would fly either BA or Virgin to NY. This week I flew BA to Dubai for business and Emirates back (only because it was last minute and Emirates was full on the way to Dubai). I flew business class and was upgraded to First just as I was walking on board the plane. It was a complete surprise but they really look after both their silver and the gold card members very well. BA does nothing of the sort. The plane was clean the food superb the staff lovely. It honestly is one of the best experiences in flying on earth and they have really got their product right. It puts their competition to shame. Well done Emirates!,Promoter
LAX-DXB on business class. Cabin crew were extremely unfriendly. I've been a gold member on Emirates for the last 3 years and recently I'm more and more disappointed with the quality of service and the value for money.,Detractor
Flew from BHX to Hong Kong (via Dubai and Bangkok) in August 2014. Now after 15 odd long haul flights on Emirates over the last 4 years I can safely say they are not as good as they used to be. The tired old 777 from BHX to DXB was awful the entertainment didn't work the crew were grumpy and the food was tasteless. I must say the A380 from DXB to Hong Kong was a vast improvement apart from the crew. I appreciate some passengers can be tricky to control when they stand up during taxing and landing etc but other passengers should not be able to hear attendants be very rude about them to their colleagues.,Passive
DXB-ADL. My wife received an email from Emirates about upgrading what a great choice to do so. We had seats 10 DE. This was our first time in International BC and what an experience from the time we were dropped at DXB terminal 3 business class check-in throughout the flight and disembarking a fantastic way to end our holiday. International BC with Emirates from now on.,Promoter
BKK-DXB-KWT Been upgraded in First excellent at every level. Service was spotless food was great and wine was fantastic. Always amazed by this airline. My return to BKK was in Biz really good on A380 had a great sleep.,Promoter
DXB-AMS in a 777-300er. Booked a economy ticket full fare one day in advance. Received a upgrade to business class when ariving at airport. Great seats staff and diner although Inflight Entertainment felt a little bit worn out in this 777 (A380 had a better system) nice flight and on time!,Promoter
Flew ADL-DXB-BHX return on 777 all the way. Seats felt smaller (not sure if they are) and the service was below average. I had to ask numerous times for a drink on the long let the seat belt signs were on for 8 hours so I could not help myself to water but they did not bring trays of water/juice around regularly either. Everything seemed to be too much trouble. On the return leg from BHX-DXB the flight was not full and many women with children moved away from their sleeping husbands to sit next to other customers who were probably hoping to curl up on the extra seat. They allowed their children to claw the hair of passengers in front and change channels of those behind. They were not asked to return to their seats and one even changed a nappy on the seat and at no time was approached by cabin crew. The food was fairly awful and I was forgotten for over an hour when they ran out of my choice (though I was happy to have anything). It wasn't cheap $2400 AUD return but they are direct from Adelaide.,Detractor
I travel a lot around the world. Flew with Emirates from Stockholm to Dubai and from Dubai to Sydney and later on from Auckland to Melbourne and back to Sweden from Dubai again. All flights were on time the staff was so friendly service on the flight was top notch! Can't complain about anything really. I would travel with Emirates again that's for sure!,Promoter
"19th August GLA-DXB DXB-MRU. Poor experience at silver skywards check in glum emirates staff when asked about upgrading (paid) to business class told ""speak to someone at the lounge"". Upstairs at lounge was told ""there are 4 spare seats but you booked with a company so it's difficult to upgrade you"". After 10 seconds of silence I put my credit card away. Upon boarding I was told ""no seats in business class"" despite what lounge said. Flight great FA's a mix of good and poor food and drink good IFE good. DXB the usual chaos refused entry to emirates lounge as ""it's not family oriented"". A380 boarding chaotic request to pay to upgrade again met with ""it's too complicated to do"" FA's a mix of rude disinterested and superb flight good food and drink good IFE good. Flight on time. Emirates a strange mix clearly not interested in anything below gold / platinum skywards in terms of service.",Passive
DXB-JFK on the A380. Boarding and departure was delayed by nearly an hour due to the late arrival of inbound aircraft. Seats were comfortable but worn out. No footrests but legroom was great especially at the back of the plane when it started to curve. Entertainment system as expected is simply the best in the industry. The choices of movie shows music and cool things like exterior cameras is virtually endless. However this was the only exceptional part of the flight. Flight attendants with the exception of one or two looked exhausted disinterested and frankly very rude. I've never encountered such bad mannered and grumpy flight attendants. I've had wonderful and memorable crews on domestic flights here in the United States and the crew on this flight was just a disappointment. Service calls were constantly ignored and service was extremely slow. It took them more than two hours to serve dinner that the sun already rose so it might as well be called breakfast. Catering was another disappointment while the quantity is good the quality and choice is disappointing. Omelette or scrambled eggs for breakfast? So basically it's a choice between an egg dish or an egg dish. Also the bathrooms were filthy and the cabin was a disaster. Only good part was the cool mood lighting. Overall it was a mediocre flight the hard product is competitive but Emirates' customer service from ground staff to flight attendant is just inconsistent and most of the time cold and unfriendly.,Passive
Flew CAI-DXB-CAI Boeing 777-300ER on all sectors. Outbound was first day of Eid loads in Y could not have been more than 60 people. Very pleasant flight cabin crew friendly and efficient. Hot towels and a menu with 2 options lamb kofta or chicken. Seats were okay for a 3 hour flight but definitely not as comfortable as on the Qatar Airways or Egyptair 77Ws. On return flight baggage was slightly over the 30kg allowance and the baggage drop agent asked us to shift some stuff onto our carry-ons. While I have no problem with EK enforcing the 30kg rule it did seem odd as the plane was going to carry the additional 2-3kg anyway and in the end the carry-on was taken by a gate agent to the luggage hold before boarding. Cabin crew were friendly and welcoming at all times and promptly responded to passengers' requests. The service and EK Y product is what really makes a difference and of course the added advantage of flying non-stop as opposed to connecting.,Promoter
"I recently flew from Singapore to Melbourne on a Boeing 777. On the plus side the fare was extremely cheap - $79 for a round trip ticket. The food was good and the entertainment system was enjoyable - especially the selection of movies. It was an overnight flight though so I didn't use the system much. The cabin mood lighting during ""sleep"" periods was also relaxing. On the negative side the seats were quite uncomfortable and I could not recline the seat enough to attain any sufficient degree of comfort to rest. Admittedly I was travelling in Economy class but I have no trouble reclining the chair enough to fall asleep in economy class of most other major airlines. Unfortunately the Emirates chair stopped short of achieving a comfortable level of relaxation and I was only able to doze fitfully. The other thing I was disappointed with was the service. Emirates provided stickers to instruct the crew to wake us up for certain events (such as meals DFS etc). I used the sticker to instruct the crew to awake me for meals. However they did not do so. The service was also not the friendliest - though that could probably be due partially to the timing of the flight when the flight crew are undoubtedly tired too.",Passive
"Flew EK384 BKK-HKG today my first Emirates flight in 2 years. Every time I fly this airline I swear I never will again - things have not improved. The planes are good but the cabin crew are just horrendous. Without doubt Emirates is the rudest airline I have flown and they are not improving. Instead of asking passengers to do something they demand it. Instead of asking if people would like a landing card they say ""where are you from?"" I think in the entire flight I heard one please or thank you. I really don't care if they don't enjoy their jobs but it would make for a pleasant experience for the pax if they weren't abrupt surly and clumsy. I've flown economy and business and in all instance staff attitude has been absolutely appalling. For completeness the flight was also an hour late although compared to the staff this was only a minor annoyance.",Passive
Flew Sydney to Istanbul return in May and August. Booked through Qantas but didn't set foot on a Qantas plane. As a codeshare passenger you are a second class citizen. No online check-in and no seat selection you get what's left at the airport. An unnecessary stop in Bangkok with even more unnecessary duplicated security checks even we were just stepping off the plane then back on again. Flight and food were good though I always score the entertainment system that doesn't work they were able to move me to another seat (I wasn't able to sit with my wife anyway). One whinge Emirates (and other airlines) really need to police their hand luggage policies. I'm sick of having my reasonably sized cabin bag under my feet because some selfish person has put a suitcase in the overhead locker. Hand luggage is for what you need on the flight not overflow from your check-in bag.,Passive
Traveled SIN-DXB-BCN and MXP-DXB-SIN on Economy. On the flight outbound nothing special besides the connection in Dubai the filthy and overcrowded toilets in DXB which is still not up to the standard of Changi in Singapore or HKIA and the wifi that I could never get going (and I wasn't the only one). On the flight DXB-BCN on the 380 they ran out of cold beers and had to serve warm beers declined the suggestion and opted for red wine which was also warm so I just asked for a glass of water hoping this one would be fresh. There seemed to be friction between the FA's as I was waiting for the toilet one was scolding the other in front of the passengers didn't look very professional. On the way back from MXP we got a remote stand and were transferred by bus. Nowhere to sit people sitting on the floor toilets were filthy and overcrowded. Managed to get to my gate (after a long walk) and boarded the flight. Nothing special the meal trays seem a lot skinnier than you get on Singapore Airlines or Qatar. FA's doing their job and that's it nothing like Thai Singapore or Cathay they are young but not very service oriented. And last but not least they lost my bag. I am not happy with the whole experience it is value for money because it is cheaper than most airlines but don't expect a whole new dimension it is just an OK airline with good value for money and an average service an extremely good brand positioning and an overrated self-attributed reputation with below average delivery. Business Class doesn't look anything special narrow seats on the 777 and if you're on the middle section you will be seated 3 abreast.,Detractor
"Bangkok-Hong Kong-Bangkok. I take this round trip fairly regularly. I love the A380 especially the on-board bar where I spend most of my time! I think the Emirates lounges on the ground are the best. However the flight on 20th August Hong Kong to Bangkok just did not gel. The business cabin was only a third full and there seemed to be more flight attendants than passengers. A decent time after seat belt sign was switched off we strolled back to the bar and had a pleasant drink and snack. We were then told (and not too nicely!) that if we wanted to eat we would have too return to our seats. Fair enough but I wish I had forgone the dinner presented and stayed with the snacks. My prawns with noodles was atrocious. The noodles were a dry tangled coagulated mass and impossible too eat. My companion's chicken was similarly inedible. Are these business class dinners cooked and prepared in Dubai 24 hours before? They certainly seemed to be. After dinner back to the bar where with one hour to go before landing we were told by the attendant that the bar would be closing in 10 minutes and it did. And no further service even to the seat with 20 minutes to go before even the captain announced the descent. Weather perfect no turbulence. I just had the feeling the entire cabin staff were in a ""couldn't give a damn"" frame of mind. This was disgraceful. On no other Emirates flight has this happened. I was very disappointed.",Passive
This was my first flight on both Emirates and the A380. Neither lived up to the hype. Emirates is trying to build a reputation as a premium carrier with budget prices but ultimately they failed in some crucial areas. The food was sub-par especially on the HKG-DXB leg where it was downright inedible. Flight attendants were reasonably efficient but neither particularly friendly nor very welcoming. The layover in Dubai was simply too long at 4 hours but the A380 requires extra time for transfer which brings me to the second major issue with Emirates. The A380 is a cattle carrier I will never fly again. Emirates loves those planes because they can fill them up and maximize profits with sheer volume of passengers. There are inherent flaws like the lavatories behind the cockpit that have staircases leading to them. This causes unnecessary risks and inconvenience to passengers. Another problem of course is that moving that many passengers requires extra time and increases the risk of delays and other mishaps. After an 18 hour journey we had to wait for an infuriating hour at the baggage carousel in MUC. This experience was repeated by friends who traveled on the same route a few days later. Even efficient HKG couldn't move the baggage in an acceptable time frame. For me that was not only the first flight on Emirates and the A380,Passive
Flew round trip from Houston to Dubai in August 2014 seated in economy class party of four. Seats are fine but cushions are on the firm side. Inflight entertainment was very good several choices of things to watch across several categories. Children enjoyed their flight having found several movies to watch received their food first with colorful cutlery had their pictures taken with flight attendant hat etc. The adults suffered from what seemed to be lacklustre customer service. Attendants were professional but seemed somewhat inexperienced,Passive
Excellent trip all round. Flight EK 373 from Bangkok (BKK) to Dubai (DXB) then only 1.05 hour wait to transfer to EK039 (Airbus 380) to Birmingham (BHX). Flight attendants were superb. EK373 when serving food the attendant asked if I'd like a drink with my (pretty nice) meal so I asked for a gin and tonic - 'Would you prefer a double sir?' was the reply! Then as she was leaving she said 'Oh I may as well give you another one while I'm here save me coming back'! Great stuff! On her return to collect the tray she asked if I'd like a glass of wine 'to help your food go down'. I agreed so she then said 'Oh we only have half bottles will that do? In fact while I'm here I'll give you two so you don't go thirsty'. EK 039 to Birmingham (Boeing 777) was an excellent flight with great service yet again. On my return EK038 from BHX (777) the flight attendants were somewhat less attentive but perfectly adequate. However (and this probably was why the flight was much cheaper than normal) there was an 8.05 hour stopover at Dubai where signage and facilities were not as good as expected. However the practising of a youth orchestra and a girls choir in departures was delightful and a nice surprise which whiled away some empty hours. EK 370 from DXB to BKK was fine again the attendants not as attentive as on the outward leg and there seemed to be about 20 of them! However service was quite good although some attendants seemed to be on autopilot at times. All in all Emirates lives up to its reputation and I was more than happy with the experience. The 8 hour stopover in Dubai was a bore but that's what happens when you get a flight Â£400 cheaper than normal I suppose.,Promoter
RUH-DXB-MRU arrived a few hours ago. EK818 I left Riyadh last night and my flight arrived to Dubai on time. The seats were good and comfortable seats though the width is sort of small. It was a 777-300 2-3-2 configuration. Food was great! The Lounge at Dubai T3 was rather disappointing. Very busy there was some noise from the passengers outside of the lounge the internet was horrible it didn't even work because the network was overcrowded! EK701 DXB-MRU on an A380 and I had my expectations up because I've heard a lot of good things about Emirates Business class seats on the A380. The cabin wasn't full which was good (for me at least) the seat width was pretty tight because of the drink bar in each seat. Flight crew were really nice. The onboard lounge was really nice the food was good and I met a few passengers on the flight with me which was a good experience. Turbulence hit which was really strong and stayed for some time so I was sort of stuck in the lounge for some time but I was busy chatting with the crew and passengers. Flight arrived on time. This is my 1st time flying Emirates and I had higher expectations but it was OK. I would fly again if I had to and didn't have any other alternative.,Passive
AMS-DXB-SYD. Both legs on A380 booked business class upgraded to first on DXB-SYD. Emirates offer top-notch one- stop connections to Australia and their partnership with Qantas provides for great fares when also adding domestic flights to one's trip. I flew SYD-BNE and BNE-PER on the same ticket and flew PER-DXB-AMS inbound. Emirates business class on the A380 in my opinion beats SQ and CX. Great seat excellent IFE bar is very pleasant on long flights good connections at DXB. Was also upgraded to first for PER-DXB-AMS on 77W which is also a great plane to fly. Business is better on the A380 but first offers the same suites on both airframes. Emirates is very reliable and offers great value for money. Food is maybe not 5* but I'd rather have a good schedule excellent seat and great IFE.,Promoter
ADL to DXB. Slow boarding and no separate lines for First and Business. ICE System had to be re-booted halfway through the flight. Business class about 70% full and still the steak dish was unavailable. Only had the choice of the other two spicy dishes. Disappointing regarding meal availability for business out of ADL. Meal table in the Business Class seat not working correctly. Slow drink service on take off Business Cabin Crew seemed new and unsure. Business class to Geneva a few weeks prior was of a much higher standard.,Passive
MEL-CPH B777-200ER return and had a great experience. In the air warmly greeted and escorted to our seats great food and attentive service. Seats were comfortable screens were large and staff were looking for opportunities to serve. First Class lounges in Dubai are terrific. CPH 1st lounge not so. Where Dubai is spotless and easy to find in both terminals we used the CPH lounge floor was poorly signed with dirty carpets. SIN was closed outbound which was a minor inconvenience. Overall this is our second trip with Emirates Business and I would definitely travel with them again.,Promoter
We flew on an Emirates ( Qantas codeshare) Sydney - Paris - Sydney. I strongly advise anyone contemplating this option to forget it. The flight goes to Bangkok where you spend 1-2 hours on the tarmac/transit lounge with the 'joys' of the dual security inspection at Bangkok airport and the usual scam of your duty free bottles etc being confiscated unless you have made the necessary arrangements before hand. Then to Dubai (another couple of hours). The total is close enough to 27 hours from Sydney to Paris. The return flight was worse. Late take off from Paris (unexplained delay nearly two hours) tushed transit in Dubai then a late take off. Then the Bangkok nonsense (and the inevitable late take off). And the food option s- if you don't eat chicken then a diet faces you. Chicken featured as one of two options on every leg every meal and complemented the chicken 'appetiser' - of course you could have chosen the Asian style fish - not an attractive dish.,Detractor
"I've travelled several times on Emirates nearly all within the Gulf region short economy class flights all fairly decent. This was my first Business Class ""long haul"" London - Dubai then Dubai - Dammam in economy as Business class was full on that sector. I have to say the reality doesn't live up to the hype. The lounge at Heathrow is nice decent selection of food. The flight was full and that told on the cabin crew who looked tired. Inflight entertainment was the best part of the journey. The seat wasn't as comfortable as some carrier I've used the food just a little above the economy standard and the wines middle of the road. No amenity bag toothbrush and razor are in little plastic bags in the toilets. Arriving at Dubai I went to use the Business lounge before my onward connection but was refused access as my onward connection was in economy. Other airlines I've travelled allow access if you have travelled inward on a Business ticket. All in all an average Business class experience but not as exceptional as the publicity would make you believe. Oh Sorry on the onboard bar was a nice touch if only it hadn't closed so early.",Passive
I flew from Washington DC to Ho Chi Minh City 20 hours in economy class. I find Emirates to be quite enjoyable! The in-flight entertainment is excellent with the latest music and movies and TV. The food is excellent! I would travel with Emirates again just for the food. The only negative is the seat comfort but hey you get what you pay for with economy. Toilets are clean and staff are friendly enough. Definitely recommend. I also stayed overnight in Dubai at the Copthorne Airport Hotel and I'd recommend that too.,Promoter
SEA to DXB. Boeing 777 business class. The actual experience did not live up to all the hype. Had business class seat in Row 8 the bulkhead. Rather than an A/V screen as part of my seat my screen was bolted to the bulkhead. Made for poor viewing experience. Also found the handheld controller to be ridiculously slow. Getting from my window seat to the aisle was a mountain goat experience when the adjacent seat was in sleeping position. Was also surprised to learn the 777 seat was not a 180 degree fully lie flat. Staff were pleasant and attentive but not any more so than British Air or Lufthansa. Food the same as BA and LH. Emirates arrival terminal in Dubai is excellent!,Passive
